형태소,품사,가게이름,날짜,평점,카운트
밥,Noun,큐큐면관 회기점,2018.06.04.,2,1
밥,Noun,팔레드신,2020.01.01,1,1
밥,Noun,하이디라오 강남점,2020.01.01,4,1
밥,Noun,홍명,2020.01.01,4,2
밥,Noun,홍명,2020.01.01,5,2
밥,Noun,홍콩반점0410 대학로점,2020.07.21.,1,3
밥,Noun,홍콩반점0410 종로관수점,2020.06.24.,3,1
밥값,Noun,복성각,2019.07.27.,1,1
밥그릇,Noun,자리,2020.01.01,1,1
밥말,Noun,홍콩반점0410 대학로점,2019.10.11.,1,1
밥맛,Noun,라공방 대학로본점,2019.08.02.,1,1
밥맛,Noun,라공방 대학로본점,2019.09.29.,1,1
밥맛,Noun,복성각,2019.08.04.,1,1
밥살,Noun,중심,2020.05.21.,5,1
밥알,Noun,일일향 광화문점,2020.04.14.,3,1
밥집,Noun,탕화쿵푸마라탕 화양점,2020.02.09.,5,1
방,Noun,라공방 대학로본점,2019.12.10.,1,1
방,Noun,라공방 대학로본점,2020.10.04.,5,1
방가,Noun,로향양꼬치,2020.01.01,1,1
방금,Noun,큐큐면관 회기점,2020.06.02.,1,1
방문,Noun,라공방 대학로본점,2019.09.29.,1,2
방문,Noun,라공방 대학로본점,2020.10.04.,5,1
방문,Noun,라화쿵부 명동점,2019.12.03.,1,1
방문,Noun,란주칼면,2020.01.01,5,1
방문,Noun,란주탕슉,2019.05.23.,1,1
방문,Noun,란주탕슉,2019.06.10.,1,1
방문,Noun,란주탕슉,2020.09.27.,3,1
방문,Noun,로향양꼬치,2020.01.01,1,1
방문,Noun,리춘시장 대학로CGV점,2020.08.28.,5,1
방문,Noun,마담밍 선릉점,2020.01.01,4,1
방문,Noun,마포마라탕,2020.06.08.,1,1
방문,Noun,만보성,2020.01.16.,5,1
방문,Noun,매화반점 1호점,2020.01.01,1,1
방문,Noun,미엔아이 송파점,2020.01.01,3,1
방문,Noun,미엔아이 송파점,2020.01.01,5,1
방문,Noun,바오바,2020.01.01,4,2
방문,Noun,백객도,2020.01.01,4,1
방문,Noun,봉자마라탕,2020.02.12.,1,1
방문,Noun,소리원,2020.01.01,5,1
방문,Noun,열빈 광화문점,2020.01.01,5,1
방문,Noun,완차이면가,2020.02.20.,5,1
방문,Noun,정민,2020.01.01,5,2
방문,Noun,종로양꼬치,2020.09.16.,5,1
방문,Noun,중경마라탕 강남역점,2020.01.01,5,1
방문,Noun,챠이797 광화문점,2020.07.10.,3,2
방문,Noun,큐큐면관 회기점,2020.07.24.,1,1
방문,Noun,큐큐면관 회기점,2020.09.17.,1,1
방문,Noun,팔레드신,2020.01.01,2,1
방문,Noun,하이디라오 강남점,2020.01.01,4,3
방문,Noun,홍명,2020.01.01,5,1
방법,Noun,목란,2020.01.01,1,1
방송,Noun,미소손짜장,2020.01.01,1,1
방이,Noun,중경마라탕 강남역점,2020.01.01,5,1
방장,Noun,중화복춘,2020.01.01,1,1
방중,Noun,라공방 대학로본점,2020.04.13.,4,1
방해,Noun,등비룡마라탕 종각점,2020.06.03.,1,1
배,Noun,신룽푸마라탕,2020.01.25.,1,1
배,Noun,인량 훠궈,2020.01.01,4,1
배,Noun,청화원,2020.07.08.,1,1
배,Noun,큐큐면관 삼성점,2020.11.10.,1,1
배,Noun,탕화쿵푸마라탕,2019.09.21.,1,1
배,Noun,팔레드신,2020.01.01,1,3
배,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,5,1
배경음악,Noun,중심,2020.09.30.,5,1
배고파서,Adjective,산동주방,2019.05.03.,1,1
배기,Noun,대가방 본점,2020.01.01,4,1
배기,Noun,신승관,2020.01.01,1,1
배는,Verb,란주칼면,2020.01.01,4,1
배달,Noun,강서,2020.07.03.,4,1
배달,Noun,산동주방,2020.01.01,5,1
배달,Noun,이품,2020.01.01,5,1
배달,Noun,채린중국요리,2020.01.01,1,1
배달,Noun,챠이797 광화문점,2020.05.12.,2,1
배달,Noun,칠기마라탕,2020.01.01,4,1
배드,Noun,산동교자,2018.06.24.,4,1
배려,Noun,불이아 본점,2020.01.01,3,1
배민,Noun,등비룡마라탕 종각점,2020.07.08.,5,1
배부르게,Adjective,청화원,2020.11.06.,5,1
배부르네요,Adjective,상하이,2020.02.10.,5,1
배불러서,Adjective,송화양꼬치,2020.01.01,5,1
배불러요,Adjective,란주탕슉,2019.09.03.,2,1
배아,Noun,탕화쿵푸마라탕,2019.11.15.,1,1
배아,Noun,탕화쿵푸마라탕,2020.01.19.,2,1
배어있지,Verb,미엔아이 송파점,2020.01.01,3,1
배짱,Noun,자리,2020.01.01,1,1
배추,Noun,등비룡마라탕 종각점,2019.12.20.,1,1
배추,Noun,큐큐면관 회기점,2020.06.13.,2,1
배추,Noun,탕화쿵푸마라탕,2019.05.02.,2,1
배추,Noun,탕화쿵푸마라탕,2019.06.17.,1,1
배치,Noun,청화원,2020.08.07.,2,1
배탈,Noun,청화원,2020.01.06.,1,1
배탈,Noun,청화원,2020.01.11.,1,1
백,Modifier,백객도,2020.01.01,5,1
백,Modifier,일일향 잠실점,2020.01.01,4,2
백,Modifier,탕화쿵푸마라탕 동대문점,2019.05.31.,1,1
백,Suffix,램랜드,2020.01.01,4,1
백배,Noun,애정마라샹궈 본점,2020.01.01,2,1
백석동,Noun,열빈 광화문점,2020.01.01,5,1
백종원,Noun,리춘시장 영등포역점,2019.08.28.,5,1
백종원,Noun,홍콩반점0410 대학로점,2020.01.27.,1,1
백탕,Noun,라공방 대학로본점,2020.11.02.,5,1
백탕,Noun,불이아 본점,2020.01.01,3,4
뱉었네요,Verb,로향양꼬치,2020.01.01,1,1
버,Noun,라화쿵부 명동점,2020.01.01,1,1
버려야,Verb,팔레드신,2020.01.01,1,1
버렸네요,Verb,홍콩반점0410 대학로점,2020.02.04.,4,1
버렸다,Verb,차이나당,2020.01.01,2,1
버리는데,Verb,산동주방,2018.11.24.,1,1
버리니까,Verb,가담,2020.01.01,1,1
버린,Verb,라화쿵부 명동점,2019.12.03.,1,1
버린,Verb,복성각,2019.08.04.,1,1
버림,Verb,산동교자,2020.10.08.,3,1
버림,Verb,큐큐면관 회기점,2018.12.04.,5,1
버림,Verb,홍콩반점0410 대학로점,2016.10.23.,1,1
버벅,Noun,복성각,2019.12.17.,1,1
버섯,Noun,산동주방,2017.10.29.,4,1
버섯,Noun,인량 훠궈,2020.01.01,4,1
버섯,Noun,탕화쿵푸마라탕 동대문점,2019.05.31.,1,1
버섯,Noun,팔레드신,2020.01.01,1,1
버섯,Noun,하이디라오 강남점,2020.01.01,4,1
버터,Noun,큐큐면관 회기점,2020.06.13.,2,1
번,Noun,란주칼면,2020.01.01,5,1
번,Noun,란주탕슉,2018.07.13.,2,1
번,Noun,란주탕슉,2018.09.11.,3,1
번,Noun,마담밍 선릉점,2020.01.01,5,2
번,Noun,마라고메 방이점,2020.01.01,1,1
번,Noun,매화반점 1호점,2020.01.01,1,1
번,Noun,목란,2020.01.01,2,1
번,Noun,미엔아이 송파점,2020.01.01,3,2
번,Noun,봉자마라탕,2020.04.07.,5,1
번,Noun,산왕반점 연남동본점,2020.01.01,5,1
번,Noun,열빈 광화문점,2020.01.01,5,1
번,Noun,정민,2020.01.01,5,2
번,Noun,중심,2020.09.30.,5,6
번,Noun,쥬에,2020.01.01,1,1
번,Noun,탕화쿵푸마라탕 화양점,2020.05.15.,3,1
번,Noun,표표마라탕,2020.01.01,5,1
번,Noun,피슈마라홍탕 상암점,2020.01.01,5,1
번은,Noun,산동주방,2017.10.29.,4,1
번은,Noun,천진영감,2020.01.01,4,1
번은,Noun,하이디라오 강남점,2020.01.01,4,1
번째,Suffix,라공방 대학로본점,2019.09.29.,1,1
번째,Suffix,란주탕슉,2020.04.21.,1,1
번째,Suffix,봉자마라탕,2020.02.12.,1,1
번째,Suffix,불이아 본점,2020.01.01,3,1
번째,Suffix,종로양꼬치,2020.09.16.,5,1
번째,Suffix,하이디라오 강남점,2020.01.01,4,1
번창,Noun,홍명,2020.01.01,5,1
벌레,Noun,로향양꼬치,2020.01.01,1,4
벌레,Noun,마포마라탕,2019.12.26.,1,1
벌레,Noun,복성각,2019.07.27.,1,1
벌레,Noun,청화원,2020.06.23.,4,1
벌레,Noun,탕화쿵푸마라탕,2020.02.17.,1,1
벌레,Noun,피슈마라홍탕 상암점,2020.01.01,5,1
벌써,Noun,하이디라오 강남점,2020.01.01,4,1
벌컥,Noun,라화쿵부 명동점,2020.06.29.,1,2
범벅,Noun,라화쿵부 명동점,2020.01.01,1,1
법카,Noun,등비룡마라탕 종각점,2020.06.03.,1,1
벗고,Verb,홍콩반점0410 대학로점,2019.10.11.,1,1
베기로,Verb,미소손짜장,2020.01.01,5,1
베어있지,Verb,라공방 강남1호 본점,2020.01.01,1,1
베이스,Noun,청화원,2020.06.23.,4,1
베이징,Noun,쥬에,2020.01.01,2,1
베이징,Noun,쥬에,2020.01.01,4,1
베이징,Noun,포시즌스호텔 유유안,2020.01.01,4,2
벨,Noun,불이아 본점,2020.01.01,2,1
벽,Noun,탕화쿵푸마라탕,2020.08.18.,1,1
벽쪽,Noun,탕화쿵푸마라탕,2020.08.18.,1,1
변질,Noun,미가양고기,2020.01.01,1,1
변한,Adjective,라공방 강남1호 본점,2020.01.01,2,1
변한,Adjective,라화쿵부 명동점,2020.08.01.,4,1
변한,Adjective,손오공마라탕,2020.01.01,5,1
변한,Adjective,챠이797 광화문점,2020.08.13.,1,1
변한거,Adjective,라공방 강남1호 본점,2020.01.01,2,1
변함,Adjective,란주탕슉,2019.07.15.,1,1
변함,Adjective,챠이797 광화문점,2020.08.13.,1,1
변화,Noun,챠이797 광화문점,2020.06.23.,5,1
별,Modifier,라화쿵부 명동점,2020.07.02.,5,1
별,Modifier,란주탕슉,2020.10.04.,1,1
별,Modifier,송화산시도삭면,2020.01.01,4,1
별,Modifier,신룽푸마라탕,2020.05.29.,5,1
별,Modifier,쟈니덤플링 1호점,2020.01.01,3,1
별,Modifier,춘리마라탕,2020.03.09.,2,1
별,Modifier,춘리마라탕,2020.04.14.,2,1
별,Noun,개화식당,2020.01.01,3,1
별,Noun,대한닭갈비,2020.04.15.,1,1
별,Noun,동영관,2020.07.13.,4,1
별,Noun,라화쿵부,2018.12.28.,1,1
별,Noun,라화쿵부 명동2호점,2019.04.17.,1,1
별,Noun,라화쿵부 명동점,2020.08.21.,1,1
별,Noun,란주탕슉,2020.04.21.,1,1
별,Noun,매화반점 1호점,2020.01.01,1,1
별,Noun,바오바,2020.01.01,4,1
별,Noun,송화양꼬치,2020.01.01,4,1
별,Noun,신승관,2020.01.01,1,1
별,Noun,중화복춘,2020.01.01,1,1
별,Noun,탕화쿵푸마라탕,2020.06.08.,1,1
별,Noun,하이디라오 강남점,2020.01.01,4,2
별,Noun,홍콩반점0410 종로관수점,2020.09.18.,1,1
별개,Noun,라화쿵부,2020.06.28.,3,1
별도,Noun,쥬에,2020.01.01,1,1
별로,Noun,개화식당,2020.01.01,3,1
별로,Noun,광화문양갈비,2019.06.01.,1,1
별로,Noun,광화문짬뽕,2019.12.24.,1,1
별로,Noun,동영관,2020.07.13.,4,1
별로,Noun,두만강샤브샤브 봉천점,2020.01.01,5,1
별로,Noun,등비룡마라탕 종각점,2020.06.03.,1,2
별로,Noun,라공방 강남1호 본점,2020.01.01,2,1
별로,Noun,라공방 대학로본점,2019.12.06.,1,1
별로,Noun,라화쿵부,2020.06.28.,3,1
별로,Noun,라화쿵부 명동점,2020.06.29.,1,1
별로,Noun,락희안 명지대본점,2020.01.01,3,1
별로,Noun,란주칼면,2020.01.01,1,1
별로,Noun,란주탕슉,2018.12.20.,1,1
별로,Noun,란주탕슉,2019.05.23.,1,1
별로,Noun,란주탕슉,2020.07.09.,2,1
별로,Noun,리춘시장 영등포역점,2020.06.28.,3,1
별로,Noun,마라고메 방이점,2020.01.01,1,1
별로,Noun,마포마라탕,2019.12.26.,1,1
별로,Noun,마포마라탕,2020.06.08.,1,1
별로,Noun,미엔아이 송파점,2020.01.01,3,1
별로,Noun,복성각,2019.08.20.,1,1
별로,Noun,봉자마라탕,2020.07.05.,3,1
별로,Noun,불이아 본점,2020.01.01,2,2
별로,Noun,빠오즈푸,2020.01.01,2,1
별로,Noun,산동교자,2020.02.23.,2,1
별로,Noun,산왕반점 연남동본점,2020.01.01,2,1
별로,Noun,신룽푸마라탕,2019.06.21.,1,1
별로,Noun,신룽푸마라탕,2020.05.24.,1,1
별로,Noun,쌍용각,2020.01.01,1,1
별로,Noun,정육면체,2020.01.01,2,1
별로,Noun,정육면체,2020.01.01,4,1
별로,Noun,종로양꼬치,2020.10.29.,1,1
별로,Noun,청화원,2020.06.23.,4,1
별로,Noun,큐큐면관 삼성점,2020.11.10.,1,1
별로,Noun,큐큐면관 회기점,2019.05.26.,3,1
별로,Noun,탕화쿵푸마라탕,2020.01.19.,2,1
별로,Noun,탕화쿵푸마라탕,2020.04.27.,1,1
별로,Noun,탕화쿵푸마라탕,2020.05.20.,1,1
별로,Noun,탕화쿵푸마라탕,2020.10.25.,1,1
별로,Noun,탕화쿵푸마라탕 동대문점,2019.09.23.,1,1
별로,Noun,포가,2020.01.01,3,1
별로,Noun,하하,2020.01.01,3,1
별로,Noun,홍콩반점0410 종로관수점,2017.10.30.,1,1
별로,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,1,1
별로,Noun,히노아지 명동점,2019.04.18.,1,2
별로,Noun,히노아지 명동점,2020.01.01,3,1
별로,Noun,히노아지 명동점,2020.03.04.,1,1
별로,Noun,히노아지 명동점,2020.10.08.,1,1
별루임,Noun,열빈 광화문점,2019.06.05.,1,1
별미,Noun,동영관,2019.12.23.,3,1
별미,Noun,송화산시도삭면,2020.01.01,4,1
별미,Noun,종로양꼬치,2019.07.10.,4,1
별일,Noun,봉자마라탕,2020.02.12.,1,1
별하나,Noun,중경마라탕 강남역점,2020.01.01,4,1
병,Noun,야상해,2020.01.01,5,1
병,Noun,종로양꼬치,2020.08.15.,5,1
병,Noun,홍명,2020.01.01,4,1
병가,Noun,리춘시장 대학로CGV점,2020.03.15.,2,1
병아리,Noun,일일향 광화문점,2019.10.25.,1,1
보,Noun,라공방 대학로본점,2019.12.12.,4,1
보게,Verb,홍콩반점0410 대학로점,2020.04.29.,5,1
보겠지,Verb,청화원,2020.07.08.,1,1
보고,Noun,강서,2020.05.18.,3,1
보고,Noun,강서,2020.07.03.,4,1
보고,Noun,미엔아이 송파점,2020.01.01,5,1
보고,Noun,상하이,2020.01.19.,1,1
보고,Noun,인량 훠궈,2020.01.01,1,1
보고,Noun,중경마라탕 강남역점,2020.01.01,4,1
보고,Noun,챠이797 광화문점,2020.02.18.,5,1
보고,Noun,청화원,2020.08.12.,1,1
보고,Noun,춘리마라탕,2020.04.14.,2,1
보고,Noun,큐큐면관 회기점,2018.05.05.,3,1
보고,Noun,큐큐면관 회기점,2020.07.24.,1,3
보고,Noun,탕화쿵푸마라탕,2019.06.17.,1,1
보고,Noun,탕화쿵푸마라탕,2020.01.19.,2,1
보고,Noun,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,3,1
보고,Noun,홍명,2020.01.01,5,1
보고,Noun,홍콩반점0410 대학로점,2020.02.04.,5,1
보고,Noun,홍콩반점0410 대학로점,2020.07.21.,1,1
보고,Noun,히노아지 명동점,2020.01.01,5,1
보고싶다,Verb,산동교자,2019.10.30.,4,1
보고싶어요,Verb,청화원,2020.11.06.,5,1
보관,Noun,복성각,2020.01.02.,1,1
보기,Noun,큐큐면관 회기점,2020.03.11.,1,1
보기,Noun,히노아지 명동점,2020.10.08.,1,1
보길,Verb,손오공마라탕,2020.01.01,5,1
보내더라,Verb,란주탕슉,2019.05.23.,1,1
보내요,Verb,채린중국요리,2020.01.01,1,1
보낸,Verb,채린중국요리,2020.01.01,1,1
보네,Verb,라화쿵부 명동점,2020.07.02.,5,1
보네요,Verb,라공방 대학로본점,2019.12.12.,4,1
보네요,Verb,중화복춘,2020.01.01,1,1
보는,Verb,라화쿵부 명동점,2020.06.29.,1,1
보는,Verb,란주탕슉,2016.10.27.,1,1
보는,Verb,불이아 본점,2020.01.01,3,1
보는,Verb,중림 양갈비양꼬치,2020.01.01,1,1
보는,Verb,춘리마라탕,2020.04.14.,2,1
보는,Verb,탕화쿵푸마라탕 화양점,2020.05.15.,3,1
보는거라,Verb,송화양꼬치,2020.01.01,4,1
보는걸,Verb,공푸,2020.01.01,5,1
보는데,Verb,리춘시장 대학로CGV점,2020.03.15.,2,1
보는데,Verb,챠이797 광화문점,2020.10.20.,5,1
보니,Verb,가담,2020.01.01,3,1
보니,Verb,라화쿵부 명동점,2019.03.23.,3,1
보니,Verb,라화쿵부 명동점,2020.01.01,1,1
보니,Verb,백객도,2020.01.01,1,1
보니,Verb,봉자마라탕,2019.05.11.,1,1
보니,Verb,애정마라샹궈 본점,2020.01.01,2,1
보니,Verb,칠기마라탕,2020.01.01,5,1
보니,Verb,큐큐면관 회기점,2020.09.16.,1,1
보다,Foreign,란주탕슉,2019.05.31.,1,1
보다,Josa,가담,2020.01.01,3,1
보다,Josa,강서,2020.07.03.,4,2
보다,Josa,대가방 본점,2020.01.01,1,1
보다,Josa,등비룡마라탕 종각점,2020.01.31.,1,1
보다,Josa,등비룡마라탕 종각점,2020.07.08.,5,1
보다,Josa,라공방 대학로본점,2019.09.07.,3,2
보다,Josa,매화반점 1호점,2020.01.01,3,1
보다,Josa,미엔아이 송파점,2020.01.01,3,2
보다,Josa,불이아 본점,2020.01.01,3,1
보다,Josa,빠오즈푸,2020.01.01,4,1
보다,Josa,산동주방,2017.10.29.,4,1
보다,Josa,산동주방,2020.01.01,5,1
보다,Josa,상하이,2020.01.19.,1,1
보다,Josa,신룽푸마라탕,2020.07.17.,4,1
보다,Josa,신룽푸마라탕,2020.08.07.,2,1
보다,Josa,애정마라샹궈 본점,2020.01.01,2,2
보다,Josa,영화장,2020.01.01,5,1
보다,Josa,완차이면가,2018.12.23.,5,1
보다,Josa,자리,2020.01.01,4,1
보다,Josa,중경마라탕 강남역점,2020.01.01,4,1
보다,Josa,쥬에,2020.01.01,1,2
보다,Josa,진라이,2020.01.01,5,1
보다,Josa,챠이797 광화문점,2020.02.18.,5,1
보다,Josa,춘리마라탕,2020.04.21.,5,1
보다,Josa,칠기마라탕,2020.01.01,4,1
보다,Josa,큐큐면관 삼성점,2020.11.11.,2,1
보다,Josa,탕화쿵푸마라탕,2020.01.10.,2,1
보다,Josa,탕화쿵푸마라탕 동대문점,2020.04.29.,5,1
보다,Josa,한성양꼬치 종각점,2020.01.04.,1,1
보다,Josa,홍명,2020.01.01,5,2
보다,Josa,홍콩반점0410 대학로점,2020.11.16.,2,1
보다,Josa,훠궈야 판교아브뉴프랑점,2020.01.01,5,1
보다,Verb,팔레드신,2020.01.01,1,2
보다고,Verb,산동주방,2019.05.03.,1,1
보다는,Josa,라화쿵부 명동점,2019.06.24.,5,1
보다는,Josa,란주탕슉,2020.05.22.,2,1
보다는,Josa,란주탕슉,2020.08.16.,5,1
보다는,Josa,매화반점 1호점,2020.01.01,3,1
보다는,Josa,산동교자,2018.01.27.,3,1
보다는,Josa,차이나당,2020.01.01,1,1
보다는,Josa,홍콩반점0410 종로관수점,2019.11.30.,3,1
보다도,Josa,마라고메 방이점,2020.01.01,1,1
보다하고,Verb,상하이,2020.01.19.,1,1
보단,Josa,라화쿵부 명동2호점,2020.05.20.,3,1
보단,Josa,라화쿵부 명동점,2020.08.01.,4,1
보단,Josa,봉자마라탕,2019.01.21.,2,1
보단,Josa,소리원,2020.01.01,5,1
보단,Josa,인량 훠궈,2020.01.01,4,1
보단,Josa,하하,2020.01.01,3,1
보단,Josa,홍콩반점0410 종로관수점,2018.11.12.,4,1
보더,Noun,로향양꼬치,2020.01.01,1,1
보도,Noun,쥬에,2020.01.01,1,1
보러,Verb,열빈 광화문점,2019.08.01.,1,1
보러우,Verb,춘리마라탕,2020.01.10.,5,1
보면,Verb,란주탕슉,2018.12.20.,1,1
보면,Verb,완차이면가,2019.11.07.,4,1
보면,Verb,중경마라탕 강남역점,2020.01.01,5,1
보면,Verb,채린중국요리,2020.01.01,1,1
보면,Verb,청화원,2020.07.20.,3,1
보면,Verb,탕화쿵푸마라탕,2019.05.02.,2,2
보상,Noun,한성양꼬치 종각점,2020.01.04.,1,2
보세요,Verb,라공방 대학로본점,2020.10.16.,1,1
보세요,Verb,열빈 광화문점,2020.01.01,5,1
보세요,Verb,홍명,2020.01.01,5,1
보세요,Verb,히노아지 명동점,2020.10.08.,1,1
보시,Noun,란주탕슉,2020.11.12.,5,1
보시,Noun,리춘시장 대학로CGV점,2020.03.15.,2,1
보시길,Verb,히노아지 명동점,2020.01.01,5,1
보신,Noun,송쉐프,2020.01.01,1,1
보신,Noun,큐큐면관 회기점,2020.06.02.,1,1
보신듯,Verb,중화복춘,2020.01.01,1,1
보쌈,Noun,목란,2020.01.01,2,1
보아,Noun,란주탕슉,2018.07.13.,2,1
보아,Noun,매화반점 1호점,2020.01.01,3,1
보았나,Verb,춘리마라탕,2020.04.14.,2,1
보았다,Verb,매화반점 1호점,2020.01.01,3,1
보여,Verb,탕화쿵푸마라탕,2020.02.17.,1,1
보여주니,Verb,한성양꼬치 종각점,2020.01.04.,1,1
보였어오,Verb,소리원,2020.01.01,3,1
보이,Noun,목란,2020.01.01,1,1
보이,Noun,불이아 본점,2020.01.01,3,1
보이,Noun,완차이면가,2020.04.11.,3,1
보이,Noun,청화원,2019.12.25.,1,1
보이고여,Verb,춘리마라탕,2020.04.21.,5,1
보이는,Verb,신룽푸마라탕,2019.06.23.,1,1
보이는,Verb,포담,2019.07.21.,5,1
보이는,Verb,홍콩반점0410 종로관수점,2020.09.18.,1,1
보임,Noun,쌍용각,2020.01.01,2,1
보지,Noun,송화양꼬치,2020.01.01,5,1
보통,Noun,골드피쉬딤섬퀴진,2020.01.01,3,1
보통,Noun,라공방 대학로본점,2019.11.21.,1,1
보통,Noun,라화쿵부 명동점,2019.06.24.,5,1
보통,Noun,란주탕슉,2018.09.21.,2,1
보통,Noun,란주탕슉,2019.12.28.,1,2
보통,Noun,란주탕슉,2020.02.22.,3,1
보통,Noun,만보성,2020.01.01.,3,1
보통,Noun,미소손짜장,2020.01.01,1,1
보통,Noun,봉자마라탕,2019.01.21.,2,2
보통,Noun,봉자마라탕,2019.12.14.,3,1
보통,Noun,산동교자,2018.08.19.,3,1
보통,Noun,산왕반점 연남동본점,2020.01.01,2,1
보통,Noun,영화장,2020.01.01,5,1
보통,Noun,종로양꼬치,2020.08.15.,5,1
보통,Noun,큐큐면관 삼성점,2020.01.10.,3,1
보통,Noun,큐큐면관 삼성점,2020.05.05.,4,1
보통,Noun,홍콩반점0410 종로관수점,2019.11.30.,3,1
복,Noun,홍명,2020.01.01,5,1
복건,Noun,중심,2020.05.21.,5,1
복불복,Noun,두만강샤브샤브 봉천점,2020.01.01,3,2
복불복,Noun,등비룡마라탕 종각점,2020.06.03.,1,1
복은,Noun,라화쿵부 명동점,2020.08.01.,4,1
복음,Noun,자리,2020.01.01,1,1
볶,Verb,종로양꼬치,2016.03.11.,3,1
볶,Verb,종로양꼬치,2020.08.15.,5,1
볶아,Verb,홍콩반점0410 대학로점,2019.04.12.,1,1
볶은,Verb,복성각,2019.08.11.,2,1
볶은,Verb,신승관,2020.08.25.,1,1
볶은,Verb,자리,2020.01.01,1,3
볶은,Verb,홍명,2020.01.01,4,1
볶음,Noun,라화쿵부 명동점,2018.04.09.,4,1
볶음,Noun,란주탕슉,2018.05.21.,2,1
볶음,Noun,란주탕슉,2018.05.31.,4,1
볶음,Noun,봉자마라탕,2018.08.19.,5,1
볶음,Noun,봉자마라탕,2018.11.14.,5,1
볶음,Noun,봉자마라탕,2019.01.21.,2,2
볶음,Noun,봉자마라탕,2019.12.14.,3,1
볶음,Noun,봉자마라탕,2020.02.12.,1,2
볶음,Noun,봉자마라탕,2020.05.11.,3,1
볶음,Noun,송쉐프,2020.01.01,4,1
볶음,Noun,영빈루 시청점,2020.06.17.,5,1
볶음,Noun,외래향 서울대점,2020.01.01,3,1
볶음,Noun,이품,2020.01.01,4,1
볶음,Noun,팔레드신,2020.01.01,1,1
볶음,Noun,홍콩반점0410 대학로점,2019.04.12.,1,1
볶음,Noun,홍콩반점0410 대학로점,2020.02.04.,5,1
볶음,Noun,홍콩반점0410 종로관수점,2018.11.12.,4,1
볶음,Noun,홍콩반점0410 종로관수점,2020.01.01,5,2
볶음밥,Noun,강서,2020.02.20.,2,1
볶음밥,Noun,강서,2020.07.03.,4,1
볶음밥,Noun,개화식당,2020.01.01,2,1
볶음밥,Noun,대가방 본점,2020.01.01,1,1
볶음밥,Noun,동영관,2019.08.01.,4,1
볶음밥,Noun,라화쿵부,2020.06.28.,3,1
볶음밥,Noun,라화쿵부 명동점,2019.03.23.,3,1
볶음밥,Noun,라화쿵부 명동점,2020.08.21.,1,2
볶음밥,Noun,란주탕슉,2016.10.27.,1,1
볶음밥,Noun,란주탕슉,2019.06.10.,1,1
볶음밥,Noun,란주탕슉,2020.10.07.,4,1
볶음밥,Noun,리춘시장 대학로CGV점,2020.03.15.,2,1
볶음밥,Noun,벽돌해피푸드 압구정점,2020.01.01,3,1
볶음밥,Noun,복성각,2019.08.04.,1,2
볶음밥,Noun,복성각,2020.01.02.,1,2
볶음밥,Noun,봉자마라탕,2019.10.31.,1,1
볶음밥,Noun,봉자마라탕,2020.07.05.,3,1
볶음밥,Noun,소리원,2020.01.01,1,3
볶음밥,Noun,소리원,2020.01.01,3,1
